,age,c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid
3836,26,1,0,1,0,0,-1.0,3,0,0
3837,39,0,0,1,0,19,-1.0,9,1,1
3838,24,0,0,2,0,1,0.0,7,0,0
3839,29,1,1,1,0,0,0.0,2,0,0
3841,50,0,0,0,0,13,0.0,1,1,1
3842,25,0,1,1,0,2,-1.0,5,1,1
3843,31,0,0,1,0,4,-12.0,5,1,1
3844,31,1,0,1,0,0,-1.0,2,0,0
3845,26,0,1,1,0,2,-1.0,6,1,0
3846,54,0,1,0,0,2,0.0,2,0,0
3847,33,0,0,1,0,14,-1.0,8,1,1
3848,22,1,0,2,0,0,-1.0,4,1,1
3849,35,0,0,1,0,8,0.0,9,1,0
3850,30,0,0,1,1,4,-27.0,7,1,1
3851,25,0,0,1,0,0,-1.0,2,0,0
3852,25,0,0,1,0,0,0.0,5,0,0
3853,44,0,0,1,0,0,-1.0,2,1,1
3854,29,0,1,1,1,2,-1.0,7,1,1
3855,46,0,1,0,0,2,-23.0,3,1,1
3856,53,1,1,0,0,0,0.0,1,0,0
3857,24,0,0,2,0,2,-1.0,7,1,1
3858,52,0,0,0,1,2,-1.0,1,1,1
3859,27,1,0,1,0,0,-1.0,2,1,1
3860,41,0,1,1,0,0,-1.0,1,0,0
3861,21,0,0,2,1,0,-2.0,5,1,1
3862,24,0,1,2,0,1,0.0,4,0,0
3864,23,1,1,2,0,0,-1.0,2,0,0
3865,42,0,0,1,0,0,-1.0,1,0,0
3868,24,0,0,2,0,5,-1.0,8,1,1
3869,26,0,0,1,0,4,-1.0,8,1,1
3870,50,0,1,0,0,9,-1.0,3,1,1
3871,32,1,0,1,1,3,-1.0,6,0,0
3872,40,0,0,1,0,13,-1.0,9,0,0
3875,27,0,0,1,0,2,0.0,3,0,0
3876,23,0,1,2,0,0,-1.0,9,1,1
3877,37,1,0,1,0,22,-1.0,9,1,1
3878,32,1,0,1,0,1,-1.0,4,1,1
3880,52,1,1,0,0,4,-1.0,3,1,1
3881,29,0,1,1,0,2,-1.0,2,0,0
3883,49,1,0,0,0,0,0.0,1,0,0
3884,50,0,1,0,0,0,-2.0,1,0,0
3885,26,0,1,1,0,2,0.0,2,1,1
3886,34,0,1,1,1,0,-1.0,8,1,1
3887,28,0,1,1,1,1,-1.0,7,1,0
3890,30,0,0,1,0,0,0.0,3,1,1
3891,24,0,0,2,0,3,-1.0,4,1,1
3892,25,1,0,1,0,0,0.0,2,1,1
3893,25,1,0,1,0,4,-1.0,3,1,1
3894,45,0,1,0,0,2,-1.0,1,0,0
3895,26,0,1,1,0,1,-1.0,7,1,1
3896,37,0,0,1,0,2,-1.0,1,0,0
3897,24,1,1,2,0,0,-1.0,2,0,0
3898,40,1,1,1,0,2,-1.0,1,0,0
3900,33,0,1,1,1,0,-2.0,2,0,0
3902,53,0,1,0,0,18,0.0,2,0,0
3903,55,1,1,0,0,0,-7.0,1,0,0
3905,30,0,0,1,0,6,-1.0,9,1,1
3906,21,0,0,2,0,1,-15.0,7,1,1
3907,55,1,1,0,0,0,-1.0,1,0,0
3908,22,0,1,2,0,1,-1.0,3,1,1
3909,23,0,0,2,1,1,-6.0,3,0,0
3912,57,0,1,0,0,9,-1.0,4,1,1
3913,33,1,1,1,0,0,-2.0,3,1,1
3914,32,0,1,1,0,2,0.0,1,0,0
3915,47,0,1,0,0,3,-1.0,2,0,0
3916,51,1,1,0,0,6,11.0,1,1,1
3917,22,0,0,2,0,1,-1.0,6,0,0
3918,47,0,1,0,0,2,-1.0,1,0,0
3919,28,0,1,1,0,1,-21.0,1,1,1
3921,28,0,0,1,0,5,-1.0,8,0,0
3922,44,1,1,1,1,1,0.0,1,1,1
3923,25,0,0,1,0,0,0.0,4,1,1
3924,34,1,0,1,0,4,-1.0,2,0,0
3925,65,1,1,0,0,0,0.0,1,0,0
3926,33,0,1,1,0,5,0.0,6,1,1
3927,23,1,1,2,1,0,-1.0,3,0,0
3928,44,1,1,1,1,0,-2.0,1,0,0
3930,24,1,0,2,0,1,-1.0,3,0,0
3931,51,1,1,0,0,1,-1.0,2,0,0
3932,21,0,0,2,1,0,-1.0,8,1,1
3933,39,0,1,1,0,6,-1.0,6,0,0
3934,29,0,0,1,0,29,-1.0,8,1,1
3935,24,0,1,2,0,1,-5.0,6,0,0
3936,23,0,0,2,1,0,-1.0,5,1,1
3937,31,0,0,1,0,11,0.0,10,1,1
3938,35,1,0,1,1,0,-1.0,2,0,0
3939,30,0,0,1,0,0,-1.0,1,0,0
3941,39,0,0,1,1,4,-3.0,6,0,0
3943,51,1,1,0,0,0,-1.0,1,0,0
3944,22,0,1,2,0,1,-1.0,7,0,0
3945,29,0,1,1,0,2,-24.0,2,0,0
3947,32,0,1,1,0,6,-1.0,2,1,1
3948,33,1,1,1,0,3,-16.0,4,1,1
3949,58,0,1,0,0,5,-1.0,3,1,1
3950,54,0,0,0,0,0,-1.0,1,0,0
3952,33,0,0,1,0,2,-1.0,9,1,1
3954,48,0,0,0,0,10,0.0,4,0,0
3955,23,1,0,2,0,0,-1.0,8,0,0
3956,23,0,1,2,0,2,-1.0,7,1,1
3957,47,1,0,0,0,1,0.0,1,0,0
3958,21,0,0,2,0,0,-1.0,4,0,0
3959,29,1,0,1,0,0,-1.0,9,1,1
3960,48,0,1,0,0,2,-1.0,1,0,0
3961,37,1,1,1,0,4,-1.0,4,1,1
3962,50,0,1,0,0,3,-1.0,3,0,0
3963,19,0,0,2,0,3,-1.0,8,1,1
3965,49,0,0,0,0,13,-1.0,3,0,0
3966,58,0,1,0,0,2,-1.0,5,0,0
3967,31,0,0,1,0,6,0.0,8,0,0
3968,23,1,0,2,0,1,-1.0,7,0,0
3969,23,0,0,2,1,0,0.0,3,1,1
3970,31,0,1,1,0,17,-1.0,8,1,1
3971,33,0,0,1,0,0,-1.0,1,1,1
3972,57,0,1,0,0,6,-23.0,2,0,0
3973,31,1,1,1,1,0,-3.0,2,0,0
3974,57,0,0,0,0,19,-1.0,6,0,0
3975,57,1,1,0,0,12,0.0,5,0,0
3976,29,1,0,1,0,6,-1.0,7,1,1
3977,30,1,0,1,0,0,0.0,1,1,1
3978,45,0,0,0,0,11,-1.0,3,0,0
3979,42,0,1,1,0,0,0.0,5,0,0
3980,48,0,0,0,0,7,-1.0,2,0,0
3981,29,0,0,1,0,12,0.0,8,1,1
3983,28,0,1,1,1,0,-1.0,2,0,0
3985,25,1,0,1,0,1,-1.0,2,1,1
3986,34,1,1,1,1,3,-1.0,5,0,0
3989,27,0,0,1,0,0,-1.0,2,0,0
3990,39,0,0,1,0,4,0.0,4,0,0
3992,27,0,0,1,0,4,-1.0,5,1,1
3993,30,0,1,1,0,7,-1.0,10,1,1
3994,31,1,0,1,0,15,-1.0,10,1,1
3995,20,1,0,2,0,1,-1.0,9,1,1
3996,26,0,1,1,0,2,-1.0,9,1,1
3999,34,0,1,1,0,0,-1.0,1,1,1
4000,27,1,1,1,0,0,-1.0,2,0,0
4002,29,0,0,1,0,4,-1.0,2,1,0
4003,27,0,0,1,0,7,-1.0,6,0,0
4004,24,0,1,2,1,0,-1.0,8,0,0
4005,29,0,0,1,0,0,-1.0,5,1,1
4006,20,0,1,2,0,0,-1.0,3,0,0
4007,23,0,1,2,1,0,-1.0,3,0,0
4008,48,1,0,0,1,0,0.0,1,0,0
4009,34,1,0,1,0,0,0.0,1,1,1
4010,46,1,0,0,0,1,-1.0,6,1,1
4011,41,0,1,1,1,3,-1.0,5,0,0
4012,26,0,0,1,0,3,-1.0,6,1,1
4013,37,0,0,1,0,11,-1.0,8,1,1
4016,22,0,1,2,1,2,-1.0,3,0,0
4017,32,0,0,1,0,7,-1.0,1,0,0
4018,44,1,0,1,0,0,-1.0,1,0,0
4020,60,1,0,0,0,3,-1.0,1,0,0
4021,49,0,1,0,0,0,0.0,1,0,0
4023,30,1,0,1,0,10,0.0,4,1,1
4024,52,0,1,0,0,0,-1.0,1,0,0
4026,34,0,0,1,0,0,-1.0,10,0,0
4027,55,0,0,0,0,5,-1.0,4,1,1
4029,33,1,0,1,0,0,-1.0,7,0,0
4030,22,0,0,2,0,0,-1.0,6,1,1
4031,27,1,0,1,1,0,0.0,2,0,0
4032,20,0,0,2,0,0,-1.0,5,1,1
4033,33,0,1,1,0,0,-1.0,2,0,0
4034,26,1,0,1,0,0,-1.0,2,0,0
4035,29,1,0,1,0,0,-1.0,5,0,0
4036,32,1,0,1,0,1,0.0,3,0,0
4037,37,1,1,1,0,4,0.0,1,0,0
4038,31,0,0,1,0,15,0.0,10,0,0
4039,29,0,0,1,0,6,-1.0,8,1,1
4040,31,0,0,1,0,6,0.0,4,0,0
4041,36,0,1,1,1,2,-1.0,3,0,0
4043,37,0,0,1,1,1,-11.0,1,0,0
4044,34,1,1,1,0,5,-1.0,2,1,1
4045,20,1,1,2,0,1,-1.0,5,1,1
4047,24,0,1,2,0,8,-1.0,9,1,1
4048,29,1,0,1,0,8,-1.0,9,1,1
4049,45,0,0,0,1,1,-4.0,1,0,0
4050,34,0,1,1,0,2,-1.0,7,1,1
4051,70,1,0,0,0,0,-1.0,1,0,0
4053,23,0,0,2,0,4,-1.0,9,0,0
4054,27,1,1,1,0,5,-12.0,4,0,0
4055,44,0,1,1,0,6,-1.0,6,1,1
4057,26,1,0,1,0,0,-1.0,5,0,0
4058,23,1,1,2,1,2,-1.0,6,0,0
4059,27,0,0,1,0,3,-1.0,9,1,1
4060,46,0,1,0,1,1,-1.0,2,1,0
4061,27,0,0,1,1,1,0.0,5,0,0
4062,45,0,1,0,0,7,-1.0,2,0,0
4063,42,1,0,1,0,1,-12.0,5,0,0
4064,24,1,1,2,1,3,-1.0,5,1,1
4065,20,0,0,2,0,2,-1.0,8,1,1
4066,49,0,1,0,0,3,0.0,4,0,0
4068,29,0,1,1,0,0,0.0,2,0,0
4069,52,0,1,0,1,1,-8.0,1,0,0
4070,37,1,1,1,0,4,0.0,1,1,1
4071,26,1,0,1,0,1,-1.0,3,1,0
4072,53,0,0,0,0,15,-1.0,1,1,1
4073,47,0,1,0,0,1,-27.0,1,0,0
4074,38,1,0,1,0,0,-1.0,8,1,1
4075,25,0,0,1,0,1,0.0,6,0,0
4076,21,0,0,2,0,1,-1.0,10,1,1
4077,48,1,0,0,0,0,0.0,1,0,0
4079,24,0,0,2,1,0,-1.0,3,0,0
4080,22,0,0,2,0,0,-1.0,4,1,1
4082,38,1,1,1,0,2,0.0,2,0,0
4083,23,0,0,2,0,0,0.0,3,1,1
4084,54,1,0,0,0,2,-1.0,1,0,0
4085,24,0,1,2,0,1,0.0,4,0,0
4086,44,1,1,1,1,0,-1.0,1,1,1
4088,64,1,1,0,0,0,-1.0,1,0,0
4089,38,1,1,1,0,5,-18.0,5,1,1
4090,45,1,0,0,1,0,-1.0,1,0,0
4091,49,0,0,0,0,1,-1.0,5,0,0
4093,33,1,0,1,0,0,-1.0,1,0,0
4094,44,0,1,1,0,2,-1.0,2,0,0
4095,51,0,0,0,0,3,-1.0,1,0,0
4096,50,0,0,0,0,0,0.0,1,0,0
4097,33,1,1,1,0,2,-22.0,2,0,0
4098,54,1,1,0,1,0,-1.0,1,0,0
4099,28,0,1,1,0,3,-1.0,5,1,1
4101,42,1,0,1,0,17,-1.0,7,1,1
4102,34,0,1,1,0,3,-1.0,1,0,0
4103,38,0,1,1,0,2,-1.0,3,1,1
4104,21,0,0,2,0,1,-1.0,9,1,1
4105,33,0,0,1,0,5,0.0,4,0,0
4106,32,1,0,1,0,9,-1.0,7,1,1
4107,45,1,1,0,0,1,0.0,1,0,0
4108,30,0,1,1,0,1,-1.0,8,1,1
4109,29,0,0,1,1,0,-1.0,10,0,0
4111,51,1,1,0,1,0,-1.0,1,1,1
4112,28,0,0,1,1,0,-1.0,3,0,0
4113,27,0,1,1,0,1,-1.0,3,0,0
4114,28,0,1,1,0,16,-1.0,10,1,1
4115,30,0,0,1,1,0,0.0,2,0,0
4116,32,1,0,1,0,0,-1.0,7,0,0
4117,27,0,1,1,0,5,-1.0,4,0,0
4118,21,0,1,2,0,1,-1.0,5,1,1
4119,21,0,0,2,0,0,-1.0,5,0,0
4120,34,0,1,1,1,0,-1.0,3,1,1
4121,24,0,0,2,0,7,-1.0,9,1,1
4122,32,1,1,1,0,0,-1.0,1,0,0
4123,38,0,1,1,1,5,-1.0,6,1,1
4124,56,1,0,0,0,3,-28.0,1,0,0
4125,44,1,0,1,1,0,-1.0,1,0,0
4126,31,1,0,1,0,1,-1.0,5,1,1
4127,25,0,1,1,1,6,-1.0,7,0,0
4128,20,1,0,2,1,0,-1.0,5,0,0
4129,35,1,0,1,0,1,-1.0,5,0,0
4130,33,0,0,1,0,1,-1.0,4,1,1
4131,24,1,0,2,0,0,-1.0,3,0,0
4132,40,1,1,1,1,2,-7.0,2,0,0
4133,27,0,0,1,0,9,0.0,9,1,1
4135,38,0,0,1,0,9,-1.0,5,1,1
4136,20,0,1,2,0,0,-1.0,6,1,1
4137,30,0,0,1,0,9,-1.0,3,1,1
4138,36,0,1,1,0,9,0.0,6,1,1
4139,23,1,0,2,0,2,-1.0,9,1,1
4140,39,0,0,1,0,21,-1.0,10,1,1
4142,29,0,1,1,0,3,-1.0,6,1,1
4143,58,1,1,0,0,2,-1.0,1,1,1
4144,23,0,1,2,0,2,-1.0,7,0,0
4145,23,1,1,2,0,3,-1.0,8,1,1
4146,68,0,0,0,1,5,-4.0,2,0,0
4147,26,1,1,1,1,2,0.0,5,0,0
4148,51,0,0,0,0,0,-1.0,4,1,1
4149,25,1,0,1,0,0,-1.0,2,0,0
4150,40,0,0,1,0,5,0.0,9,1,1
4151,51,0,0,0,0,14,-11.0,5,0,0
4152,27,1,0,1,0,2,-1.0,5,1,1
4153,49,1,0,0,0,11,-1.0,5,1,1
4154,36,1,0,1,0,0,-1.0,1,0,0
4156,20,0,0,2,0,0,-4.0,3,0,0
4157,21,0,0,2,0,2,0.0,10,1,1
4158,31,0,0,1,1,0,0.0,2,0,0
4159,57,1,0,0,0,0,0.0,1,0,0
4160,61,0,1,0,1,8,0.0,3,1,1
4161,35,0,1,1,0,3,-23.0,1,1,1
4162,54,0,0,0,0,3,-1.0,6,1,1
4163,39,0,1,1,0,0,-1.0,3,0,0
4164,24,0,0,2,0,1,-1.0,7,0,0
4165,29,0,1,1,1,0,-1.0,4,1,1
4166,48,0,0,0,0,8,-1.0,9,1,1
4167,30,1,0,1,0,6,0.0,7,1,1
4168,26,0,0,1,0,10,-1.0,10,1,1
4170,37,0,0,1,0,12,0.0,9,1,1
4171,26,0,0,1,0,4,0.0,6,1,1
4172,29,1,0,1,0,7,0.0,10,1,1
4173,26,1,0,1,0,1,-1.0,6,1,1
4174,60,0,0,0,0,2,0.0,1,0,0
4175,27,0,1,1,0,2,-1.0,7,1,1
4177,22,0,1,2,0,1,-1.0,6,0,0
4178,28,0,0,1,0,3,0.0,7,0,0
4179,33,0,0,1,0,13,0.0,6,1,1
4180,28,0,0,1,0,2,-1.0,2,1,0
4181,55,1,1,0,0,0,-1.0,1,1,1
4182,21,0,0,2,0,6,-19.0,8,1,1
4183,28,0,1,1,0,2,-1.0,3,1,1
4184,22,1,1,2,1,0,-1.0,2,0,0
4185,29,0,1,1,1,6,-2.0,7,1,1
4187,24,1,0,2,0,2,0.0,8,1,1
4188,50,0,0,0,0,12,-22.0,1,1,1
4189,24,1,0,2,0,1,-1.0,6,1,1
4190,47,0,0,0,0,1,-1.0,2,0,0
4192,54,0,1,0,0,6,0.0,1,0,0
4193,42,1,1,1,1,0,-1.0,2,0,0
4194,35,0,1,1,0,5,-20.0,3,0,0
4195,30,0,0,1,0,0,-1.0,4,1,1
4196,53,0,1,0,0,1,-1.0,1,0,0
4197,31,1,0,1,1,2,-1.0,3,0,0
4200,31,0,0,1,0,0,-1.0,2,1,1
4201,23,0,0,2,0,4,-1.0,10,0,0
4202,47,0,0,0,0,9,-1.0,4,1,0
4205,24,1,0,2,0,9,-1.0,9,1,1
4206,22,0,0,2,1,2,-1.0,9,0,0
4207,45,1,1,0,0,1,-22.0,1,0,0
4208,30,0,0,1,1,2,-1.0,2,0,0
4209,30,1,0,1,0,5,-1.0,8,1,1
4211,43,1,1,1,1,22,-1.0,10,1,1
4212,50,1,0,0,0,0,0.0,1,0,0
4213,24,0,0,2,1,2,-1.0,4,1,1
4214,42,0,1,1,1,3,-3.0,5,0,0
4215,29,0,1,1,1,1,-1.0,7,1,1
4217,31,1,1,1,0,0,0.0,1,0,0
4218,25,0,0,1,0,5,-1.0,9,1,1
4219,36,0,0,1,0,4,0.0,5,0,0
4220,24,1,0,2,0,1,-1.0,5,1,1
4221,28,0,1,1,0,5,0.0,5,0,0
4222,31,1,1,1,0,0,-1.0,1,1,1
4223,23,0,0,2,0,0,-1.0,4,0,0
4224,29,1,1,1,0,4,-1.0,6,1,1
4225,51,1,0,0,0,11,-1.0,5,1,1
4226,34,0,0,1,0,1,-1.0,5,0,0
4227,29,0,0,1,0,12,0.0,2,1,1
4228,39,0,0,1,0,13,-1.0,10,1,1
4229,36,1,1,1,1,0,0.0,2,0,0
4230,59,1,0,0,0,15,-1.0,6,1,1
4231,23,0,0,2,0,3,-1.0,8,1,1
4232,31,0,0,1,0,15,0.0,8,0,0
4233,53,1,1,0,0,0,0.0,1,0,0
4234,34,0,0,1,0,12,0.0,7,0,0
4235,63,0,0,0,1,1,0.0,1,0,0
4236,21,0,0,2,0,0,-1.0,4,1,1
4237,21,0,0,2,1,0,0.0,7,1,1
4238,47,0,1,0,0,28,-1.0,9,1,1
4239,34,0,0,1,0,7,0.0,5,1,1
4241,58,0,1,0,0,4,0.0,5,1,1
4242,40,0,1,1,1,4,0.0,3,1,1
4243,36,0,0,1,0,16,-8.0,8,1,1
4244,23,1,0,2,1,0,-1.0,4,1,0
4245,34,0,0,1,0,5,-1.0,2,1,1
4246,56,0,1,0,0,13,-13.0,2,0,0
4247,52,0,1,0,1,0,-6.0,1,0,0
4248,56,0,0,0,0,0,-1.0,2,0,0
4249,37,1,0,1,1,0,-1.0,1,0,0
4250,50,1,1,0,1,0,0.0,1,0,0
4251,25,0,0,1,0,1,-1.0,2,1,1
4252,22,0,0,2,0,0,-1.0,5,1,1
4253,43,1,1,1,1,0,0.0,1,1,1
4254,30,1,1,1,0,1,-1.0,2,0,0
4255,29,0,0,1,0,0,-1.0,1,0,0
4256,24,0,1,2,0,0,-1.0,2,0,0
4257,29,1,0,1,0,7,-1.0,8,1,1
4259,24,0,1,2,1,0,-2.0,4,0,0
4260,74,0,0,0,1,0,-1.0,1,0,0
4261,27,1,0,1,0,8,0.0,7,1,1
4262,37,0,1,1,0,1,-1.0,2,1,1
4264,29,0,1,1,0,5,0.0,2,0,0
4266,35,0,0,1,1,5,-1.0,3,0,0
4267,29,1,0,1,0,1,-1.0,6,1,1
4268,36,0,1,1,0,1,-1.0,2,0,0
4270,26,0,1,1,0,2,0.0,4,0,0
4272,26,0,0,1,1,1,-1.0,5,0,0
4273,39,0,1,1,1,11,-1.0,6,1,1
4274,22,0,0,2,0,3,-1.0,4,1,1
4275,28,0,1,1,0,0,-1.0,3,0,0
4276,51,0,1,0,0,1,-2.0,1,1,1
4277,35,1,1,1,1,0,-1.0,2,0,0
4278,23,1,0,2,1,0,-1.0,2,0,0
4279,29,0,0,1,0,6,0.0,6,1,1
4280,20,0,0,2,0,0,-1.0,3,1,1
4281,24,1,0,2,0,1,-1.0,9,1,1
4282,23,1,1,2,1,2,-1.0,4,0,0
4283,33,0,0,1,1,5,-1.0,7,0,0
4284,21,0,1,2,0,1,-1.0,3,1,1
4285,59,1,1,0,0,3,-3.0,1,0,0
4286,26,0,1,1,0,4,0.0,4,1,1
4288,38,0,0,1,0,2,-1.0,1,0,0
4290,28,0,1,1,0,2,-1.0,8,0,0
4291,23,0,1,2,0,2,-1.0,5,1,1
4292,21,0,0,2,0,1,-1.0,5,1,1
4293,52,1,0,0,0,0,-1.0,1,1,1
4294,56,0,0,0,0,12,-1.0,5,1,1
4295,40,1,1,1,0,1,-1.0,4,0,0
4296,48,1,1,0,1,8,-26.0,4,1,1
4298,26,0,0,1,1,0,-1.0,4,0,0
4300,66,0,1,0,0,1,-14.0,1,1,1
4301,54,0,0,0,1,6,-1.0,4,0,0
4302,31,1,1,1,0,4,-1.0,7,1,1
4303,34,0,1,1,0,0,-1.0,3,1,0
4304,25,0,0,1,0,9,-1.0,9,1,1
4305,47,0,1,0,0,2,-7.0,4,0,0
4306,51,0,0,0,0,12,-1.0,8,1,1
4307,25,0,1,1,0,1,-23.0,3,0,0
4308,25,0,0,1,0,0,-1.0,2,1,1
4309,31,0,0,1,1,2,-1.0,2,1,1
4311,36,0,1,1,0,1,-1.0,2,1,0
4313,49,1,1,0,0,0,0.0,1,0,0
4314,31,0,0,1,0,0,-1.0,7,0,0
4315,30,0,1,1,0,1,-1.0,3,0,0
4316,29,0,0,1,0,3,-1.0,9,1,1
4317,53,0,1,0,1,6,-1.0,5,1,1
4318,21,0,0,2,0,1,-1.0,9,1,1
4319,21,0,0,2,0,0,-1.0,4,0,0
4320,27,0,0,1,1,1,0.0,5,1,1
4321,65,0,0,0,1,0,-1.0,1,0,0
4322,59,1,1,0,1,0,-1.0,1,0,0
4323,59,1,0,0,0,0,-1.0,1,0,0
4324,24,1,0,2,0,0,-1.0,7,0,0
4325,40,0,0,1,0,0,0.0,1,0,0
4326,51,0,0,0,0,0,-1.0,1,1,1
4327,34,0,0,1,0,10,-1.0,9,1,1
4328,30,0,1,1,0,1,0.0,2,1,1
4329,52,0,0,0,0,1,-1.0,1,0,0
4332,38,0,0,1,0,2,-1.0,3,1,1
4333,22,0,0,2,1,0,-6.0,8,0,0
4334,43,0,0,1,0,0,-1.0,5,0,0
4335,32,0,1,1,0,5,0.0,9,1,1
4336,55,0,0,0,0,0,-1.0,1,0,0
4337,26,0,0,1,0,2,-1.0,2,1,0
4338,23,1,1,2,0,1,-1.0,2,0,0
4339,47,0,0,0,1,0,-1.0,1,0,0
4340,28,1,1,1,0,1,-1.0,2,1,1
4341,27,0,1,1,0,0,0.0,2,1,1
4342,61,0,1,0,0,2,-1.0,4,1,1
4343,26,0,0,1,0,0,-1.0,2,0,0
4345,28,1,1,1,1,1,0.0,5,1,1
4346,43,0,0,1,0,0,-1.0,5,1,1
4348,33,1,0,1,0,21,-6.0,7,1,1
4349,21,1,1,2,0,0,-1.0,3,0,0
4350,32,1,1,1,1,0,-1.0,1,0,0
4351,22,0,0,2,0,1,0.0,4,1,1
4352,51,0,0,0,0,3,0.0,1,0,0
4353,20,0,0,2,0,2,-1.0,10,1,1
4354,35,0,1,1,0,2,-1.0,3,0,0
4355,37,0,0,1,1,3,-1.0,1,0,0
4356,28,1,0,1,0,0,-2.0,7,1,1
4357,41,1,1,1,0,3,-1.0,5,1,1
4358,24,1,0,2,0,0,-1.0,8,1,1
4359,33,1,0,1,1,3,-1.0,4,0,0
4361,30,0,1,1,1,4,-1.0,6,0,0
4362,20,0,0,2,0,1,0.0,7,1,1
4363,42,0,0,1,1,1,-10.0,1,0,0
4364,40,0,0,1,1,15,-1.0,7,1,1
4365,39,0,0,1,0,0,-1.0,4,1,1
4366,21,0,0,2,0,0,0.0,7,0,0
4367,39,0,1,1,0,2,-2.0,2,1,1
4368,24,0,1,2,0,0,0.0,2,0,0
4369,41,0,0,1,0,0,-1.0,1,0,0
4370,39,0,0,1,0,1,-1.0,4,0,0
4371,24,0,0,2,1,3,-1.0,8,0,0
4372,24,0,0,2,1,1,-23.0,4,0,0
4373,29,1,0,1,0,0,-1.0,2,1,1
4375,25,1,1,1,0,2,-12.0,5,1,1
4376,23,0,1,2,1,0,-1.0,6,1,1
4377,22,0,0,2,0,1,0.0,10,1,1
4378,26,1,0,1,1,4,-1.0,7,1,1
4379,26,1,0,1,0,3,-1.0,9,1,1
4380,24,1,0,2,1,3,-1.0,6,1,1
4381,44,1,0,1,0,0,-1.0,5,0,0
4382,36,0,1,1,0,1,-19.0,2,1,1
4383,39,0,1,1,0,10,-1.0,8,1,1
4384,42,0,1,1,0,0,-1.0,4,0,0
4385,45,1,1,0,0,1,-2.0,1,0,0
4386,25,0,0,1,0,7,-1.0,10,1,1
4388,33,0,1,1,0,0,-1.0,2,0,0
4389,25,1,1,1,0,0,-1.0,3,0,0
4390,32,0,0,1,0,5,-10.0,4,0,0
4391,23,0,0,2,0,0,-1.0,7,0,0
4392,39,1,1,1,0,0,-1.0,5,0,0
4393,27,0,0,1,0,12,-1.0,8,1,1
4394,35,1,1,1,1,4,-1.0,7,0,0
4396,38,1,0,1,1,0,0.0,1,0,0
4397,30,0,0,1,0,4,-10.0,2,0,0
4398,30,0,1,1,0,1,-1.0,5,0,0
4399,30,1,1,1,1,0,0.0,8,0,0
4400,26,0,0,1,0,18,-1.0,10,1,1
4401,31,0,0,1,0,2,-1.0,2,1,0
4403,34,0,0,1,0,0,-1.0,2,0,0
4404,25,1,0,1,1,0,-1.0,5,0,0
4405,26,0,1,1,1,1,-13.0,6,0,0
4406,38,0,0,1,0,2,0.0,7,1,1
4407,37,1,0,1,1,0,-1.0,1,0,0
4408,34,1,1,1,0,3,-1.0,5,0,0
4410,38,0,1,1,1,0,-1.0,2,0,0
4411,31,1,0,1,1,0,-1.0,6,0,0
4412,29,1,1,1,1,0,0.0,2,0,0
4413,20,0,1,2,0,1,28.0,9,1,1
4414,22,0,0,2,0,0,-1.0,4,0,0
4415,51,1,1,0,1,0,-3.0,1,0,0
4416,24,1,0,2,0,2,-1.0,4,1,1
4417,47,0,0,0,0,0,-1.0,8,1,1
4418,36,0,0,1,1,1,-1.0,5,1,1
4419,21,1,0,2,0,1,-1.0,4,0,0
4420,25,1,0,1,0,3,-1.0,10,1,1
4421,23,0,0,2,0,5,-1.0,9,1,1
4422,23,1,0,2,0,0,-1.0,3,0,0
4423,24,1,1,2,1,0,-1.0,10,0,0
4424,35,0,1,1,0,2,-1.0,2,1,1
4425,23,1,1,2,1,0,-2.0,4,0,0
4426,19,1,0,2,1,0,-1.0,4,1,1
4427,32,0,1,1,0,0,-1.0,1,1,1
4428,39,1,1,1,1,0,-3.0,1,1,1
4429,30,0,0,1,0,12,0.0,9,1,1
4430,33,0,0,1,0,2,-1.0,7,0,0
4432,36,1,1,1,1,0,-1.0,2,0,0
4434,29,0,0,1,0,8,-1.0,8,1,1
4435,40,0,1,1,1,0,0.0,2,0,0
4436,53,0,0,0,0,4,-4.0,7,0,0
4437,28,1,1,1,1,0,-1.0,2,0,0
4438,38,1,1,1,0,2,0.0,2,0,0
4439,27,0,0,1,0,9,-1.0,9,1,1
4440,55,0,1,0,0,0,-1.0,3,0,0
4441,22,1,0,2,0,1,-1.0,7,0,0
4442,34,0,0,1,1,1,-1.0,1,0,0
4443,55,1,1,0,0,1,-17.0,2,0,0
4444,24,0,1,2,0,2,0.0,8,1,0
4445,47,1,0,0,1,21,-1.0,9,1,1
4446,41,1,0,1,0,0,0.0,1,0,0
4447,41,0,1,1,0,0,-2.0,3,0,0
4448,61,0,0,0,0,12,-1.0,3,0,0
4449,57,0,0,0,0,3,0.0,1,0,0
4450,38,1,1,1,1,2,-1.0,3,0,0
4451,25,0,1,1,0,13,-1.0,4,1,1
4452,23,0,0,2,0,0,-1.0,2,1,1
4453,23,0,1,2,0,3,-1.0,5,0,0
4454,20,0,0,2,0,0,-1.0,3,0,0
4455,44,0,1,1,0,1,-1.0,8,0,0
4456,38,1,1,1,1,1,-23.0,1,0,0
4457,56,0,0,0,0,5,-1.0,2,1,1
4458,43,0,1,1,0,2,0.0,2,1,1
4459,22,0,0,2,0,0,-1.0,3,1,1
4461,32,0,0,1,0,0,-1.0,1,0,0
